"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 29 16:42:54 GMT 2022","Thu Sep 29 16:42:57 GMT 2022","3098","","com.bilgin.RestAssuredWithMockServerTest","","com.bilgin.RestAssuredWithMockServerTest","restAssuredWithMockServerTest","restAssuredWithMockServerTest()",""
"passed","Thu Sep 29 16:42:37 GMT 2022","Thu Sep 29 16:42:39 GMT 2022","2444","","com.bilgin.RestAssuredTest","","com.bilgin.RestAssuredTest","singleUserTest","singleUserTest()",""
