"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 28 17:01:54 GMT 2022","Wed Sep 28 17:01:56 GMT 2022","2089","","com.bilgin.RestAssuredTest","","com.bilgin.RestAssuredTest","singleUserTest","singleUserTest()",""
"passed","Wed Sep 28 17:02:09 GMT 2022","Wed Sep 28 17:02:12 GMT 2022","2923","","com.bilgin.RestAssuredWithMockServerTest","","com.bilgin.RestAssuredWithMockServerTest","restAssuredWithMockServerTest","restAssuredWithMockServerTest()",""
